,Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos,PJ
310,Sandro Ramírez,es ESP,DL,28-249,17.0,14,1194.0,13.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,2.2,3.7,44.0,35.0,146.0,0.08,0.23,0.3,0.08,0.3,0.11,0.17,0.28,0.11,0.28,Partidos,
311,Alberto Moleiro,es ESP,"DL,CC",20-166,18.0,13,1025.0,11.4,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,1.3,2.0,46.0,39.0,115.0,0.18,0.26,0.44,0.18,0.44,0.06,0.12,0.17,0.06,0.17,Partidos,
312,Julian Araujo,mx MEX,DF,22-214,21.0,12,1212.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.0,1.7,22.0,57.0,37.0,0.07,0.0,0.07,0.07,0.07,0.05,0.08,0.12,0.05,0.12,Partidos,
313,Marvin,es ESP,"DL,DF",23-255,23.0,10,1187.0,13.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,2.1,2.7,39.0,23.0,125.0,0.0,0.15,0.15,0.0,0.15,0.05,0.16,0.2,0.05,0.2,Partidos,
314,Jonathan Viera,es ESP,"CC,DL",34-145,9.0,7,617.0,6.9,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.3,0.7,1.0,1.7,26.0,65.0,37.0,0.29,0.15,0.44,0.0,0.15,0.33,0.14,0.47,0.1,0.24,Partidos,
315,Sory Kaba,gn GUI,DL,28-230,14.0,7,596.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,0.2,1.6,7.0,10.0,34.0,0.15,0.15,0.3,0.15,0.3,0.21,0.03,0.24,0.21,0.24,Partidos,
316,Marc Cardona,es ESP,DL,28-250,18.0,6,542.0,6.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,3.1,2.3,0.9,3.2,7.0,9.0,58.0,0.5,0.17,0.66,0.33,0.5,0.5,0.14,0.64,0.37,0.51,Partidos,
317,Francisco Jesús Crespo García,es ESP,DL,27-229,14.0,6,483.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.5,17.0,20.0,60.0,0.37,0.0,0.37,0.37,0.37,0.22,0.07,0.28,0.22,0.28,Partidos,
318,Daley Sinkgraven,nl NED,DF,28-254,8.0,4,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
319,Juan Herzog,es ESP,DF,20-306,3.0,2,202.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.45,0.0,0.45,0.45,0.45,0.08,0.0,0.08,0.08,0.08,Partidos,
320,Álvaro Lemos,es ESP,DF,30-350,3.0,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,
321,Cristian Herrera,es ESP,"DL,CC",33-001,7.0,1,155.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.0,0.9,2.0,7.0,14.0,0.58,0.0,0.58,0.58,0.58,0.51,0.02,0.53,0.51,0.53,Partidos,
322,José Campaña,es ESP,CC,30-288,3.0,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,
323,Eric Curbelo,es ESP,DF,30-060,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
324,Omenuke Mfulu,cd COD,"CC,DL",29-360,5.0,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
325,Benito Ramírez,es ESP,"DL,CC",28-247,13.0,0,175.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,5.0,2.0,33.0,0.51,0.0,0.51,0.51,0.51,0.13,0.04,0.17,0.13,0.17,Partidos,
326,Iñaki González,es ESP,CC,19-231,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
327,Fabio González,es ESP,CC,27-031,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
328,Aarón Escandell,es ESP,PO,28-169,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,Partidos,
329,Pau Ferrer,es ESP,DL,20-149,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
330,Ale Gorrin,es ESP,PO,21-219,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
331,Álvaro Killane,es ESP,PO,19-091,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
332,Total del equipo,,,26.2,28.0,308,2520.0,28.0,29.0,20.0,49.0,26.0,3.0,4.0,68.0,3.0,24.6,21.4,17.1,38.5,427.0,1204.0,1184.0,1.04,0.71,1.75,0.93,1.64,0.88,0.61,1.49,0.77,1.38,,
333,Total del oponente,,,27.9,28.0,308,2520.0,28.0,30.0,22.0,52.0,26.0,4.0,6.0,70.0,4.0,40.6,36.1,29.6,65.7,438.0,885.0,873.0,1.07,0.79,1.86,0.93,1.71,1.45,1.06,2.51,1.29,2.35,,
334,David García,es ESP,DF,30-029,25.0,25,2226.0,24.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,1.3,2.2,18.0,123.0,4.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,Partidos,
335,Ante Budimir,hr CRO,DL,32-236,28.0,25,2136.0,23.7,14.0,2.0,16.0,11.0,3.0,3.0,4.0,0.0,11.2,8.8,1.7,10.5,20.0,38.0,87.0,0.59,0.08,0.67,0.46,0.55,0.47,0.07,0.54,0.37,0.44,Partidos,
336,Sergio Herrera,es ESP,PO,30-283,24.0,24,2149.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
337,Aimar Oroz,es ESP,CC,22-108,28.0,24,2077.0,23.1,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.5,1.7,1.5,3.2,49.0,95.0,113.0,0.04,0.04,0.09,0.0,0.04,0.11,0.07,0.17,0.07,0.14,Partidos,
338,Jesús Areso,es ESP,DF,24-256,27.0,20,1858.0,20.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,2.5,2.6,48.0,75.0,122.0,0.05,0.1,0.15,0.05,0.15,0.0,0.12,0.13,0.0,0.13,Partidos,
339,Catena,es ESP,DF,29-138,21.0,20,1775.0,19.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.9,0.9,0.5,1.4,5.0,55.0,0.0,0.05,0.05,0.1,0.05,0.1,0.05,0.03,0.07,0.05,0.07,Partidos,
340,Rubén Peña,es ESP,"DF,DL",32-240,20.0,19,1496.0,16.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.5,2.1,44.0,57.0,107.0,0.0,0.06,0.06,0.0,0.06,0.04,0.09,0.13,0.04,0.13,Partidos,
341,Moi Gómez,es ESP,"CC,DL",29-265,21.0,18,1536.0,17.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,0.7,2.0,30.0,103.0,55.0,0.12,0.0,0.12,0.12,0.12,0.08,0.04,0.12,0.08,0.12,Partidos,
342,Lucas Torró,es ESP,CC,29-239,20.0,17,1371.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.4,1.5,1.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Partidos,
343,Johan Mojica,co COL,"DF,DL",31-206,20.0,16,1429.0,15.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,1.9,2.8,45.0,57.0,99.0,0.0,0.13,0.13,0.0,0.13,0.06,0.12,0.17,0.06,0.17,Partidos,
344,Jon Moncayola,es ESP,CC,25-306,24.0,15,1323.0,14.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.5,1.9,9.0,67.0,34.0,0.0,0.14,0.14,0.0,0.14,0.03,0.1,0.13,0.03,0.13,Partidos,
345,Juan Cruz Armada,es ESP,DF,31-230,18.0,14,1318.0,14.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.4,11.0,61.0,22.0,0.0,0.07,0.07,0.0,0.07,0.0,0.03,0.03,0.0,0.03,Partidos,
346,Iker Muñoz,es ESP,CC,21-130,18.0,11,1073.0,11.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,0.1,0.8,9.0,53.0,10.0,0.17,0.0,0.17,0.17,0.17,0.05,0.01,0.06,0.05,0.06,Partidos,
347,Rubén García,es ESP,DL,30-244,21.0,11,956.0,10.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,2.2,3.4,7.0,37.0,76.0,0.19,0.19,0.38,0.19,0.38,0.12,0.2,0.32,0.12,0.32,Partidos,
348,Ezequiel Ávila,ar ARG,"DL,CC",30-037,17.0,10,864.0,9.6,1.0,3.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.3,4.3,14.0,39.0,75.0,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45,Partidos,
349,Jorge Herrando,es ESP,DF,23-015,9.0,8,756.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,
350,Raúl,es ESP,DL,23-132,25.0,7,782.0,8.7,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.3,3.3,7.0,13.0,50.0,0.35,0.0,0.35,0.35,0.35,0.35,0.04,0.38,0.35,0.38,Partidos,
351,Pablo Ibáñez,es ESP,CC,25-176,24.0,7,704.0,7.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.1,2.1,0.9,3.1,18.0,44.0,32.0,0.13,0.13,0.26,0.13,0.26,0.27,0.12,0.39,0.27,0.39,Partidos,
352,José Arnaiz,es ESP,"DL,CC",28-334,18.0,5,579.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,1.7,3.1,10.0,8.0,47.0,0.16,0.16,0.31,0.16,0.31,0.22,0.26,0.48,0.22,0.48,Partidos,
353,Unai García,es ESP,DF,32-040,6.0,5,439.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,0.0,8.0,0.0,0.21,0.0,0.21,0.21,0.21,0.02,0.0,0.03,0.02,0.03,Partidos,
354,Aitor Fernández,es ESP,PO,32-316,5.0,4,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
355,Kike Barja,es ESP,"DL,CC",26-348,16.0,3,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,17.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2,Partidos,
356,Nacho Vidal,es ESP,"DF,DL",29-050,7.0,0,96.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,4.0,0.94,0.0,0.94,0.94,0.94,0.28,0.01,0.29,0.28,0.29,Partidos,
357,Darko Brašanac,rs SRB,CC,32-031,2.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Partidos,
358,Iñigo Arguibide,es ESP,DF,18-330,1.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
359,Javi Martínez,es ESP,CC,24-083,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
360,Dimitrios Stamatakis,gr GRE,PO,20-326,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
361,Max Svensson,es ESP,DL,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
362,Pablo Valencia,es ESP,PO,23-073,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
363,Total del equipo,,,28.6,28.0,308,2520.0,28.0,31.0,20.0,51.0,27.0,4.0,4.0,60.0,4.0,30.6,27.5,21.8,49.3,365.0,999.0,988.0,1.11,0.71,1.82,0.96,1.68,1.09,0.78,1.87,0.98,1.76,,
364,Total del oponente,,,27.5,28.0,308,2520.0,28.0,39.0,33.0,72.0,38.0,1.0,2.0,67.0,6.0,36.2,34.8,26.8,61.6,453.0,1030.0,1017.0,1.39,1.18,2.57,1.36,2.54,1.29,0.96,2.25,1.24,2.2,,
365,Filip Jørgensen,dk DEN,PO,21-333,27.0,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
366,Alex Baena,es ESP,"CC,DL",22-238,25.0,25,1869.0,20.8,2.0,9.0,11.0,2.0,0.0,0.0,8.0,1.0,5.3,5.3,5.9,11.2,58.0,117.0,135.0,0.1,0.43,0.53,0.1,0.53,0.26,0.28,0.54,0.26,0.54,Partidos,
367,Gerard Moreno,es ESP,DL,31-342,25.0,24,1915.0,21.3,10.0,3.0,13.0,8.0,2.0,2.0,0.0,0.0,8.3,6.7,4.8,11.5,41.0,129.0,157.0,0.47,0.14,0.61,0.38,0.52,0.39,0.22,0.61,0.32,0.54,Partidos,
368,Daniel Parejo,es ESP,CC,34-333,23.0,21,1882.0,20.9,2.0,4.0,6.0,0.0,2.0,2.0,3.0,0.0,1.9,0.4,2.1,2.5,8.0,147.0,23.0,0.1,0.19,0.29,0.0,0.19,0.09,0.1,0.2,0.02,0.12,Partidos,
369,Alexander Sørloth,no NOR,DL,28-100,24.0,20,1670.0,18.6,13.0,5.0,18.0,13.0,0.0,0.0,3.0,0.0,8.7,8.7,3.0,11.8,32.0,22.0,103.0,0.7,0.27,0.97,0.7,0.97,0.47,0.16,0.63,0.47,0.63,Partidos,
370,Raúl Albiol,es ESP,DF,38-192,21.0,20,1636.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.8,1.3,7.0,49.0,0.0,0.0,0.06,0.06,0.0,0.06,0.02,0.05,0.07,0.02,0.07,Partidos,
371,Jorge Cuenca,es ESP,DF,24-118,21.0,15,1490.0,16.6,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.8,0.8,0.1,0.8,7.0,52.0,7.0,0.12,0.0,0.12,0.12,0.12,0.05,0.0,0.05,0.05,0.05,Partidos,
372,Étienne Capoue,fr FRA,CC,35-247,26.0,14,1327.0,14.7,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,0.6,1.5,19.0,69.0,25.0,0.07,0.07,0.14,0.07,0.14,0.06,0.04,0.1,0.06,0.1,Partidos,
373,Alberto Moreno,es ESP,"DF,CC",31-253,22.0,13,1181.0,13.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,0.6,0.6,0.9,1.5,20.0,44.0,58.0,0.08,0.08,0.15,0.08,0.15,0.05,0.07,0.12,0.05,0.12,Partidos,
374,Santi Comesaña,es ESP,CC,27-161,19.0,13,1126.0,12.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.4,1.4,1.1,2.6,15.0,62.0,28.0,0.16,0.0,0.16,0.16,0.16,0.12,0.09,0.2,0.12,0.2,Partidos,
375,Alfonso Pedraza,es ESP,DF,27-340,14.0,13,957.0,10.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.4,0.4,2.8,3.2,48.0,29.0,83.0,0.09,0.19,0.28,0.09,0.28,0.04,0.26,0.3,0.04,0.3,Partidos,
376,Ilias Akhomach,es ESP,"CC,DL",19-333,23.0,12,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,2.0,4.0,48.0,31.0,115.0,0.08,0.16,0.24,0.08,0.24,0.16,0.16,0.32,0.16,0.32,Partidos,
377,Juan Foyth,ar ARG,DF,26-062,12.0,12,1062.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,19.0,51.0,28.0,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11,Partidos,
378,Adrià Altimira,es ESP,"DF,CC",22-352,11.0,10,775.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,10.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Partidos,
379,José Luis Morales,es ESP,"DL,CC",36-235,21.0,8,892.0,9.9,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.7,4.7,0.5,5.1,21.0,16.0,62.0,0.61,0.0,0.61,0.61,0.61,0.47,0.05,0.52,0.47,0.52,Partidos,
380,Kiko Femenía,es ESP,DF,33-041,15.0,8,864.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.4,0.4,29.0,58.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Partidos,
381,Aïssa Mandi,dz ALG,DF,32-144,12.0,8,772.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.7,1.2,4.0,35.0,3.0,0.12,0.0,0.12,0.12,0.12,0.06,0.08,0.14,0.06,0.14,Partidos,
382,Yeremi Pino,es ESP,"CC,DL",21-146,7.0,7,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.2,1.7,11.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.31,0.27,0.31,Partidos,
383,Eric Bailly,ci CIV,DF,29-337,7.0,6,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Partidos,
384,Francis Coquelin,fr FRA,CC,32-306,10.0,6,567.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Partidos,
385,Matteo Gabbia,it ITA,DF,24-145,7.0,6,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Partidos,
386,Ramón Terrats,es ESP,CC,23-148,14.0,5,618.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.1,12.0,27.0,46.0,0.0,0.15,0.15,0.0,0.15,0.05,0.12,0.16,0.05,0.16,Partidos,
387,Yerson Mosquera,co COL,DF,22-317,6.0,4,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04,Partidos,
388,Gonçalo Guedes,pt POR,"DL,CC",27-106,7.0,2,341.0,3.8,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.9,15.0,15.0,32.0,0.53,0.53,1.06,0.53,1.06,0.28,0.23,0.51,0.28,0.51,Partidos,
389,Ben Brereton,cl CHI,"DL,CC",24-331,14.0,2,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,6.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Partidos,
390,Carlos Romero,es ESP,DF,22-137,6.0,2,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,6.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Partidos,
391,Bertrand Traoré,bf BFA,CC,28-190,3.0,2,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,7.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.22,0.07,0.22,Partidos,
392,Manu Trigueros,es ESP,CC,32-149,11.0,1,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.5,5.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.21,0.19,0.21,Partidos,
393,Denis Suárez,es ESP,"CC,DL",30-068,4.0,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,4.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.24,0.06,0.24,Partidos,
394,Pepe Reina,es ESP,PO,41-196,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
395,Stefan Lekovic,rs SRB,DF,20-065,1.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
396,Pascu,es ESP,DL,20-340,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
397,Iker Álvarez,ad AND,PO,22-233,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
398,Daniel Budesca,es ESP,DF,17-292,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
399,Abraham Rando,es ESP,DF,22-253,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
400,Total del equipo,,,28.6,28.0,308,2520.0,28.0,45.0,32.0,77.0,41.0,4.0,4.0,80.0,5.0,40.0,36.8,29.5,66.3,460.0,1109.0,1101.0,1.61,1.14,2.75,1.46,2.61,1.43,1.05,2.48,1.32,2.37,,
401,Total del oponente,,,27.8,28.0,308,2520.0,28.0,50.0,37.0,87.0,46.0,4.0,4.0,64.0,1.0,43.6,40.4,29.2,69.7,547.0,1184.0,1176.0,1.79,1.32,3.11,1.64,2.96,1.56,1.04,2.6,1.44,2.49,,
402,David Soria,es ESP,PO,30-345,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
403,Nemanja Maksimović,rs SRB,CC,29-048,27.0,27,2377.0,26.4,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.8,3.8,0.7,4.5,15.0,50.0,20.0,0.15,0.0,0.15,0.15,0.15,0.14,0.03,0.17,0.14,0.17,Partidos,
404,Borja Mayoral,es ESP,DL,26-344,27.0,25,2153.0,23.9,15.0,1.0,16.0,11.0,4.0,4.0,2.0,0.0,11.9,8.7,1.4,10.1,27.0,67.0,100.0,0.63,0.04,0.67,0.46,0.5,0.5,0.06,0.55,0.36,0.42,Partidos,
405,Gastón Álvarez,uy URU,DF,23-356,25.0,22,1956.0,21.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.5,1.2,10.0,48.0,22.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Partidos,
406,Djené,tg TOG,"DF,CC",32-074,24.0,22,1780.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.1,0.1,0.2,0.3,9.0,71.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Partidos,
407,Diego Rico,es ESP,DF,31-020,23.0,21,1940.0,21.6,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,3.3,3.5,20.0,96.0,60.0,0.0,0.32,0.32,0.0,0.32,0.01,0.15,0.16,0.01,0.16,Partidos,
408,Mason Greenwood,eng ENG,"CC,DL",22-165,23.0,20,1762.0,19.6,6.0,5.0,11.0,4.0,2.0,2.0,5.0,1.0,5.2,3.6,2.9,6.5,94.0,57.0,155.0,0.31,0.26,0.56,0.2,0.46,0.26,0.15,0.41,0.18,0.33,Partidos,
409,Jaime Mata,es ESP,"DL,CC",35-142,25.0,17,1273.0,14.1,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,3.2,3.2,1.3,4.5,15.0,16.0,109.0,0.28,0.07,0.35,0.28,0.35,0.23,0.09,0.32,0.23,0.32,Partidos,
410,Luis Milla,es ESP,CC,29-159,17.0,15,1348.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.3,1.6,15.0,68.0,20.0,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.11,0.02,0.11,Partidos,
411,Omar Alderete,py PAR,DF,27-079,21.0,15,1340.0,14.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.8,1.2,11.0,54.0,5.0,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,Partidos,
