,Jugador,País,Posc,Edad,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
336,Damián Suárez,uy URU,DF,35-322,14.4,771.0,27.0,197.0,387.0,195.0,12.0,771.0,21.0,9.0,42.9,10.0,47.6,310.0,1476.0,743.0,20.0,11.0,4.0,19.0,6.0,363.0,47.0,Partidos
337,Juanmi Latasa,es ESP,DL,22-357,13.6,467.0,16.0,25.0,212.0,234.0,82.0,467.0,11.0,5.0,45.5,4.0,36.4,223.0,773.0,202.0,7.0,6.0,3.0,51.0,10.0,362.0,60.0,Partidos
338,Iglesias,es ESP,"DF,DL",25-255,13.4,710.0,49.0,216.0,300.0,202.0,8.0,710.0,11.0,4.0,36.4,7.0,63.6,273.0,1379.0,536.0,14.0,10.0,2.0,9.0,5.0,297.0,44.0,Partidos
339,Domingos Duarte,pt POR,DF,29-004,10.1,453.0,45.0,173.0,264.0,20.0,6.0,453.0,3.0,1.0,33.3,1.0,33.3,211.0,1150.0,728.0,7.0,1.0,0.0,5.0,2.0,236.0,0.0,Partidos
340,Carles Aleñá,es ESP,"CC,DL",26-069,9.5,441.0,13.0,66.0,184.0,192.0,17.0,441.0,22.0,4.0,18.2,16.0,72.7,236.0,983.0,303.0,8.0,13.0,3.0,22.0,17.0,286.0,35.0,Partidos
341,Carmona,es ESP,"CC,DF",22-045,8.3,359.0,12.0,79.0,152.0,135.0,21.0,359.0,15.0,3.0,20.0,10.0,66.7,170.0,1094.0,527.0,15.0,10.0,4.0,20.0,9.0,183.0,31.0,Partidos
342,Stefan Mitrović,rs SRB,DF,33-297,7.8,306.0,39.0,156.0,147.0,5.0,2.0,306.0,4.0,2.0,50.0,1.0,25.0,140.0,780.0,457.0,4.0,0.0,0.0,3.0,0.0,142.0,2.0,Partidos
343,Jordi,es ESP,CC,23-069,5.3,276.0,5.0,37.0,120.0,122.0,14.0,276.0,18.0,6.0,33.3,10.0,55.6,151.0,693.0,286.0,6.0,13.0,2.0,10.0,9.0,168.0,24.0,Partidos
344,Mauro Arambarri,uy URU,CC,28-166,3.8,188.0,9.0,30.0,115.0,44.0,6.0,188.0,6.0,2.0,33.3,4.0,66.7,110.0,548.0,214.0,2.0,6.0,0.0,5.0,5.0,104.0,6.0,Partidos
345,Ilaix Moriba,gn GUI,CC,21-055,2.6,110.0,3.0,11.0,67.0,34.0,6.0,110.0,5.0,3.0,60.0,2.0,40.0,56.0,314.0,109.0,2.0,3.0,1.0,5.0,3.0,63.0,4.0,Partidos
346,Óscar Rodríguez Arnaiz,es ESP,"CC,DL",25-260,4.1,295.0,5.0,23.0,150.0,125.0,11.0,295.0,12.0,5.0,41.7,6.0,50.0,161.0,810.0,401.0,5.0,11.0,1.0,15.0,6.0,211.0,20.0,Partidos
347,Jesús Santiago,es ESP,CC,19-294,1.9,61.0,2.0,8.0,37.0,16.0,1.0,61.0,2.0,0.0,0.0,2.0,100.0,33.0,139.0,57.0,2.0,1.0,0.0,1.0,2.0,37.0,6.0,Partidos
348,Enes Ünal,tr TUR,"DL,CC",26-309,1.6,49.0,2.0,7.0,18.0,25.0,6.0,49.0,4.0,2.0,50.0,1.0,25.0,31.0,149.0,78.0,2.0,2.0,0.0,2.0,1.0,37.0,7.0,Partidos
349,Fabrizio Angileri,ar ARG,"DF,CC",29-365,1.1,78.0,4.0,17.0,37.0,26.0,0.0,78.0,3.0,1.0,33.3,1.0,33.3,35.0,142.0,61.0,1.0,2.0,0.0,1.0,0.0,40.0,5.0,Partidos
350,Portu,es ESP,DL,31-298,1.1,36.0,0.0,5.0,4.0,28.0,4.0,36.0,3.0,0.0,0.0,3.0,100.0,17.0,184.0,97.0,3.0,4.0,0.0,2.0,1.0,23.0,3.0,Partidos
351,Anthony Lozano,hn HON,"CC,DL",30-324,1.0,33.0,2.0,6.0,10.0,17.0,5.0,33.0,4.0,1.0,25.0,3.0,75.0,16.0,65.0,20.0,0.0,0.0,0.0,6.0,2.0,24.0,6.0,Partidos
352,Santiago García,,DL,22-198,0.3,16.0,0.0,1.0,4.0,12.0,0.0,16.0,3.0,0.0,0.0,3.0,100.0,11.0,55.0,29.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,Partidos
353,Gorka Rivera Alonso,es ESP,DF,19-226,0.0,6.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,,0.0,,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Partidos
354,Total del equipo,,,28.3,28.0,13887.0,1486.0,4001.0,6365.0,3664.0,514.0,13881.0,390.0,161.0,41.3,188.0,48.2,6610.0,34330.0,17020.0,315.0,280.0,96.0,420.0,199.0,7395.0,806.0,
355,Total del oponente,,,27.8,28.0,17595.0,1889.0,6296.0,7804.0,3676.0,564.0,17589.0,467.0,209.0,44.8,208.0,44.5,9548.0,49802.0,25354.0,458.0,308.0,112.0,481.0,211.0,11086.0,996.0,
356,Antonio Sivera,es ESP,PO,27-216,28.0,963.0,762.0,940.0,23.0,0.0,0.0,963.0,0.0,0.0,,0.0,,430.0,2801.0,1722.0,0.0,0.0,0.0,2.0,0.0,312.0,0.0,Partidos
357,Ander Guevara,es ESP,CC,26-251,26.4,1452.0,66.0,332.0,866.0,275.0,16.0,1452.0,30.0,17.0,56.7,10.0,33.3,702.0,4126.0,2343.0,52.0,40.0,3.0,23.0,20.0,908.0,32.0,Partidos
358,Luis Rioja,es ESP,"DL,CC",30-150,24.4,995.0,23.0,133.0,341.0,546.0,51.0,992.0,68.0,39.0,57.4,22.0,32.4,543.0,3535.0,1883.0,61.0,45.0,17.0,46.0,18.0,640.0,149.0,Partidos
359,Andoni Gorosabel,es ESP,DF,27-223,25.6,1302.0,75.0,368.0,572.0,373.0,34.0,1302.0,41.0,21.0,51.2,14.0,34.1,526.0,2660.0,1613.0,51.0,30.0,7.0,25.0,18.0,649.0,105.0,Partidos
360,Jon Guridi,es ESP,CC,29-015,22.4,829.0,21.0,125.0,462.0,255.0,59.0,829.0,30.0,11.0,36.7,17.0,56.7,414.0,2152.0,1027.0,22.0,20.0,3.0,30.0,25.0,548.0,74.0,Partidos
361,Rafa Marín,es ESP,DF,21-300,20.2,947.0,155.0,498.0,419.0,37.0,20.0,947.0,4.0,3.0,75.0,1.0,25.0,442.0,2561.0,1633.0,9.0,4.0,0.0,9.0,4.0,485.0,4.0,Partidos
362,Antonio Blanco,es ESP,CC,23-235,19.5,949.0,43.0,245.0,558.0,165.0,11.0,949.0,25.0,14.0,56.0,5.0,20.0,482.0,2159.0,1032.0,16.0,10.0,2.0,16.0,13.0,561.0,17.0,Partidos
363,Abdel Abqar,ma MAR,DF,25-004,18.2,753.0,138.0,412.0,312.0,31.0,17.0,753.0,4.0,3.0,75.0,0.0,0.0,366.0,1904.0,1156.0,5.0,5.0,0.0,9.0,1.0,375.0,0.0,Partidos
364,Javi López,es ESP,DF,22-073,18.8,1024.0,62.0,320.0,416.0,302.0,35.0,1024.0,53.0,33.0,62.3,17.0,32.1,463.0,3075.0,1567.0,47.0,35.0,10.0,26.0,18.0,527.0,91.0,Partidos
365,Samuel Omorodion,es ESP,DL,19-314,17.1,477.0,15.0,31.0,233.0,221.0,91.0,477.0,50.0,18.0,36.0,30.0,60.0,284.0,1403.0,582.0,27.0,14.0,22.0,72.0,30.0,344.0,90.0,Partidos
366,Rubén Duarte,es ESP,DF,28-148,16.0,813.0,70.0,323.0,341.0,156.0,11.0,813.0,5.0,3.0,60.0,1.0,20.0,324.0,1603.0,826.0,14.0,12.0,2.0,9.0,4.0,385.0,30.0,Partidos
367,Alex Sola,es ESP,"DL,CC",24-279,11.7,514.0,10.0,87.0,174.0,265.0,40.0,514.0,66.0,40.0,60.6,23.0,34.8,269.0,1980.0,1059.0,36.0,22.0,11.0,27.0,16.0,311.0,86.0,Partidos
368,Aleksandar Sedlar,rs SRB,DF,32-092,10.5,497.0,76.0,277.0,204.0,18.0,6.0,497.0,3.0,2.0,66.7,0.0,0.0,247.0,1442.0,794.0,6.0,4.0,0.0,3.0,2.0,264.0,1.0,Partidos
369,Kiké,es ESP,"DL,CC",34-110,11.2,376.0,15.0,40.0,145.0,199.0,75.0,375.0,20.0,11.0,55.0,6.0,30.0,235.0,1030.0,354.0,13.0,7.0,9.0,42.0,15.0,296.0,76.0,Partidos
370,Abderrahman Rebbach,dz ALG,"DL,CC",25-216,7.0,298.0,5.0,39.0,86.0,175.0,33.0,298.0,20.0,7.0,35.0,12.0,60.0,154.0,1222.0,668.0,30.0,12.0,16.0,24.0,12.0,171.0,66.0,Partidos
371,Ianis Hagi,ro ROU,"CC,DL",25-144,6.4,306.0,2.0,18.0,115.0,180.0,17.0,305.0,22.0,10.0,45.5,7.0,31.8,172.0,893.0,434.0,13.0,10.0,2.0,9.0,10.0,199.0,47.0,Partidos
372,Carlos Benavídez,uy URU,CC,25-350,7.4,387.0,21.0,109.0,224.0,57.0,4.0,387.0,2.0,1.0,50.0,1.0,50.0,127.0,667.0,328.0,7.0,6.0,1.0,7.0,2.0,167.0,3.0,Partidos
373,Nahuel Tenaglia,ar ARG,DF,28-022,6.2,291.0,50.0,147.0,114.0,33.0,6.0,291.0,4.0,2.0,50.0,1.0,25.0,110.0,747.0,459.0,9.0,5.0,0.0,3.0,1.0,124.0,9.0,Partidos
374,Carlos Vicente,es ESP,"DL,CC",24-326,5.4,228.0,4.0,31.0,83.0,116.0,18.0,228.0,19.0,8.0,42.1,11.0,57.9,98.0,538.0,210.0,9.0,3.0,4.0,17.0,6.0,140.0,35.0,Partidos
375,Xeber,es ESP,"DL,CC",26-262,3.0,124.0,0.0,18.0,33.0,74.0,14.0,124.0,7.0,3.0,42.9,4.0,57.1,60.0,292.0,115.0,5.0,2.0,2.0,7.0,3.0,77.0,27.0,Partidos
376,Miguel,es ESP,"DL,CC",24-193,0.7,22.0,0.0,1.0,12.0,9.0,3.0,22.0,0.0,0.0,,0.0,,9.0,42.0,25.0,1.0,0.0,1.0,2.0,4.0,14.0,3.0,Partidos
377,Giuliano Simeone,ar ARG,DL,21-087,0.8,23.0,0.0,2.0,13.0,11.0,0.0,23.0,4.0,2.0,50.0,1.0,25.0,10.0,134.0,83.0,4.0,2.0,0.0,1.0,0.0,17.0,4.0,Partidos
378,Mamadou Sylla,sn SEN,"DL,CC",29-360,0.2,13.0,1.0,3.0,6.0,4.0,0.0,13.0,1.0,0.0,0.0,1.0,100.0,6.0,25.0,10.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,Partidos
379,Jon Karrikaburu,es ESP,"CC,DL",21-177,0.2,8.0,0.0,0.0,5.0,3.0,1.0,8.0,0.0,0.0,,0.0,,6.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,Partidos
380,Tomás Mendes,es ESP,CC,19-114,0.1,7.0,0.0,1.0,4.0,2.0,0.0,7.0,0.0,0.0,,0.0,,6.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,Partidos
381,Unai Ropero,es ESP,CC,22-115,0.1,7.0,0.0,1.0,1.0,5.0,1.0,7.0,2.0,0.0,0.0,2.0,100.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Partidos
382,Joaquín Panichelli,ar ARG,DL,21-159,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,Partidos
383,Victor Parada,es ESP,"DL,CC",21-345,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Partidos
384,Total del equipo,,,26.4,28.0,13610.0,1614.0,4501.0,5764.0,3515.0,563.0,13605.0,480.0,248.0,51.7,186.0,38.8,6490.0,37044.0,19930.0,437.0,289.0,112.0,414.0,224.0,7539.0,952.0,
385,Total del oponente,,,28.1,28.0,17941.0,1824.0,5446.0,8374.0,4277.0,572.0,17934.0,500.0,245.0,49.0,203.0,40.6,10100.0,55770.0,29853.0,538.0,389.0,123.0,487.0,201.0,11833.0,1094.0,
386,Lucas Ocampos,ar ARG,"DL,CC",29-247,23.0,1217.0,17.0,143.0,429.0,673.0,104.0,1216.0,97.0,40.0,41.2,44.0,45.4,699.0,4814.0,2215.0,90.0,57.0,31.0,78.0,44.0,854.0,222.0,Partidos
387,Loïc Bade,fr FRA,DF,23-338,18.0,1147.0,127.0,632.0,484.0,41.0,20.0,1147.0,11.0,5.0,45.5,6.0,54.5,573.0,3076.0,1595.0,8.0,5.0,1.0,8.0,2.0,659.0,1.0,Partidos
388,Youssef En-Nesyri,ma MAR,DL,26-287,19.0,379.0,16.0,45.0,159.0,177.0,79.0,379.0,25.0,7.0,28.0,17.0,68.0,179.0,722.0,233.0,9.0,6.0,6.0,39.0,14.0,257.0,58.0,Partidos
389,Sergio Ramos,es ESP,DF,37-350,18.0,1229.0,179.0,655.0,519.0,64.0,19.0,1229.0,8.0,4.0,50.0,2.0,25.0,637.0,3220.0,1628.0,6.0,7.0,3.0,5.0,6.0,773.0,2.0,Partidos
390,Djibril Sow,ch SUI,CC,27-037,16.1,828.0,21.0,152.0,474.0,207.0,33.0,828.0,8.0,5.0,62.5,2.0,25.0,479.0,2526.0,1165.0,25.0,17.0,0.0,22.0,3.0,570.0,44.0,Partidos
391,Jesús Navas,es ESP,DF,38-114,16.0,1065.0,43.0,275.0,447.0,349.0,13.0,1065.0,14.0,8.0,57.1,6.0,42.9,553.0,2819.0,1471.0,35.0,29.0,7.0,17.0,4.0,635.0,105.0,Partidos
392,Boubakary Soumaré,fr FRA,CC,25-016,16.4,1007.0,56.0,294.0,619.0,102.0,3.0,1007.0,20.0,14.0,70.0,4.0,20.0,559.0,2834.0,1380.0,17.0,13.0,1.0,23.0,9.0,719.0,13.0,Partidos
393,Ivan Rakitić,hr CRO,CC,36-004,15.8,1251.0,19.0,169.0,685.0,412.0,23.0,1251.0,20.0,8.0,40.0,9.0,45.0,641.0,2999.0,1588.0,24.0,21.0,1.0,30.0,5.0,797.0,52.0,Partidos
394,Nemanja Gudelj,rs SRB,DF,32-119,15.5,1042.0,79.0,459.0,502.0,83.0,8.0,1042.0,5.0,3.0,60.0,2.0,40.0,574.0,3488.0,2205.0,20.0,21.0,0.0,8.0,3.0,686.0,4.0,Partidos
395,Óliver Torres,es ESP,CC,29-125,14.4,858.0,10.0,141.0,441.0,284.0,25.0,858.0,18.0,9.0,50.0,8.0,44.4,499.0,2239.0,1089.0,37.0,12.0,5.0,19.0,20.0,590.0,95.0,Partidos
396,Ørjan Nyland,no NOR,PO,33-186,14.0,473.0,379.0,470.0,3.0,0.0,0.0,473.0,0.0,0.0,,0.0,,253.0,1483.0,896.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,Partidos
397,Adrià Pedrosa,es ESP,DF,25-306,16.4,1004.0,48.0,253.0,415.0,349.0,18.0,1004.0,35.0,12.0,34.3,17.0,48.6,492.0,2423.0,1167.0,31.0,34.0,6.0,34.0,22.0,564.0,94.0,Partidos
398,Suso,es ESP,"CC,DL",30-116,13.6,884.0,5.0,86.0,344.0,465.0,25.0,884.0,38.0,23.0,60.5,11.0,28.9,565.0,3184.0,1498.0,38.0,34.0,6.0,31.0,19.0,647.0,96.0,Partidos
399,Marko Dmitrović,rs SRB,PO,32-050,13.0,429.0,363.0,425.0,4.0,0.0,0.0,429.0,1.0,1.0,100.0,0.0,0.0,234.0,1097.0,625.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,Partidos
400,Kike Salas,es ESP,DF,21-326,10.1,759.0,62.0,330.0,352.0,83.0,21.0,759.0,7.0,0.0,0.0,6.0,85.7,347.0,1391.0,654.0,6.0,3.0,0.0,7.0,5.0,448.0,11.0,Partidos
401,Marcos Acuña,ar ARG,DF,32-138,8.1,587.0,17.0,167.0,291.0,138.0,7.0,587.0,12.0,7.0,58.3,3.0,25.0,299.0,1404.0,828.0,17.0,15.0,3.0,10.0,7.0,341.0,22.0,Partidos
402,Juanlu Sánchez,es ESP,DF,20-212,11.3,811.0,54.0,233.0,313.0,276.0,17.0,811.0,46.0,22.0,47.8,22.0,47.8,388.0,2074.0,1201.0,39.0,19.0,6.0,21.0,4.0,439.0,94.0,Partidos
403,Dodi Lukebakio,be BEL,DL,26-172,8.4,374.0,5.0,23.0,135.0,221.0,47.0,374.0,45.0,24.0,53.3,17.0,37.8,274.0,1843.0,855.0,30.0,22.0,18.0,25.0,15.0,322.0,87.0,Partidos
404,Isaac Bernal,es ESP,DL,23-301,7.7,,,,,,,,,,,,,,,,,,,,,,,Partidos
405,Fernando,br BRA,CC,36-233,5.1,288.0,10.0,74.0,169.0,49.0,5.0,288.0,6.0,4.0,66.7,1.0,16.7,168.0,878.0,429.0,5.0,8.0,1.0,5.0,3.0,186.0,7.0,Partidos
406,Érik Lamela,ar ARG,"DL,CC",32-010,4.2,207.0,2.0,27.0,79.0,107.0,23.0,207.0,13.0,6.0,46.2,7.0,53.8,123.0,637.0,307.0,8.0,7.0,3.0,15.0,9.0,134.0,24.0,Partidos
407,Joan Jordán,es ESP,CC,29-252,3.9,252.0,6.0,41.0,158.0,55.0,2.0,252.0,1.0,1.0,100.0,0.0,0.0,127.0,536.0,226.0,0.0,2.0,0.0,5.0,3.0,156.0,1.0,Partidos
408,Rafa Mir,es ESP,"DL,CC",26-270,4.3,136.0,2.0,11.0,61.0,67.0,20.0,136.0,6.0,2.0,33.3,3.0,50.0,73.0,349.0,147.0,3.0,2.0,3.0,9.0,3.0,93.0,16.0,Partidos
409,Marcão,br BRA,DF,27-283,3.4,217.0,16.0,97.0,114.0,7.0,1.0,217.0,3.0,1.0,33.3,1.0,33.3,124.0,769.0,532.0,3.0,5.0,0.0,3.0,0.0,154.0,0.0,Partidos
410,Mariano,do DOM,DL,30-226,2.4,70.0,2.0,3.0,25.0,42.0,13.0,70.0,2.0,1.0,50.0,1.0,50.0,35.0,289.0,106.0,3.0,3.0,3.0,8.0,5.0,51.0,14.0,Partidos
411,Tanguy Nianzou,fr FRA,DF,21-281,2.3,154.0,16.0,43.0,97.0,16.0,3.0,154.0,2.0,2.0,100.0,0.0,0.0,90.0,438.0,251.0,2.0,3.0,0.0,3.0,2.0,92.0,1.0,Partidos
412,Lucien Agoume,fr FRA,CC,22-034,1.7,89.0,3.0,25.0,44.0,20.0,0.0,89.0,0.0,0.0,,0.0,,33.0,140.0,89.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,Partidos
413,Hannibal Mejbri,tn TUN,CC,21-053,1.0,54.0,0.0,11.0,20.0,23.0,3.0,54.0,4.0,2.0,50.0,1.0,25.0,27.0,168.0,52.0,0.0,3.0,0.0,4.0,5.0,39.0,6.0,Partidos
414,Yassine Bounou,ma MAR,PO,32-344,1.0,31.0,25.0,30.0,1.0,0.0,0.0,31.0,0.0,0.0,,0.0,,16.0,77.0,64.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Partidos
415,Adnan Januzaj,be BEL,"DL,CC",29-038,2.1,119.0,1.0,8.0,56.0,57.0,5.0,119.0,11.0,5.0,45.5,4.0,36.4,79.0,383.0,156.0,1.0,3.0,0.0,10.0,1.0,92.0,17.0,Partidos
416,Diego Iturralde,es ESP,DF,20-333,0.4,17.0,3.0,11.0,6.0,1.0,0.0,17.0,1.0,1.0,100.0,0.0,0.0,6.0,69.0,52.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,Partidos
417,Alejo Véliz,ar ARG,DL,20-177,0.3,11.0,1.0,2.0,4.0,5.0,1.0,11.0,0.0,0.0,,0.0,,3.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,Partidos
418,Manuel Sebastián,es ESP,CC,19-231,0.2,20.0,1.0,9.0,7.0,4.0,0.0,20.0,0.0,0.0,,0.0,,11.0,68.0,42.0,1.0,1.0,0.0,2.0,0.0,16.0,0.0,Partidos
419,Jesús Corona,mx MEX,"CC,DF",31-068,0.2,17.0,0.0,1.0,8.0,8.0,0.0,17.0,1.0,1.0,100.0,0.0,0.0,13.0,76.0,31.0,0.0,1.0,0.0,1.0,0.0,13.0,4.0,Partidos
420,Federico Gattoni,ar ARG,"DF,DL",25-027,0.1,11.0,1.0,6.0,5.0,0.0,0.0,11.0,0.0,0.0,,0.0,,3.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Partidos
421,Total del equipo,,,29.4,28.0,17037.0,1589.0,5351.0,7470.0,4385.0,538.0,17036.0,460.0,218.0,47.4,194.0,42.2,9176.0,48536.0,24789.0,459.0,354.0,104.0,444.0,213.0,10762.0,1090.0,
422,Total del oponente,,,27.9,28.0,16442.0,1885.0,5657.0,7103.0,3818.0,577.0,16438.0,516.0,212.0,41.1,250.0,48.4,8332.0,46082.0,24184.0,490.0,351.0,143.0,415.0,266.0,10164.0,1040.0,
423,Predrag Rajković,rs SRB,PO,28-135,28.0,1026.0,841.0,1009.0,18.0,0.0,0.0,1026.0,2.0,2.0,100.0,0.0,0.0,510.0,3055.0,1858.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,Partidos
424,Dani Rodríguez,es ESP,CC,35-282,22.1,986.0,24.0,147.0,465.0,391.0,33.0,986.0,63.0,25.0,39.7,32.0,50.8,496.0,2979.0,1495.0,40.0,32.0,8.0,44.0,49.0,567.0,75.0,Partidos
425,Martin Valjent,sk SVK,DF,28-094,20.5,993.0,124.0,545.0,390.0,64.0,11.0,993.0,3.0,1.0,33.3,2.0,66.7,483.0,2680.0,1360.0,15.0,11.0,0.0,12.0,1.0,529.0,9.0,Partidos
426,Samu Costa,pt POR,CC,23-108,20.9,1151.0,71.0,309.0,651.0,199.0,27.0,1151.0,23.0,12.0,52.2,8.0,34.8,550.0,2404.0,848.0,14.0,15.0,3.0,36.0,18.0,631.0,23.0,Partidos
427,Giovanni González,uy URU,DF,29-176,20.3,1038.0,60.0,355.0,480.0,211.0,16.0,1038.0,24.0,11.0,45.8,10.0,41.7,443.0,1959.0,1039.0,18.0,10.0,1.0,11.0,10.0,505.0,73.0,Partidos
428,Matija Nastasić,rs SRB,DF,30-352,19.1,893.0,142.0,501.0,365.0,29.0,11.0,893.0,0.0,0.0,,0.0,,396.0,1868.0,976.0,6.0,3.0,0.0,3.0,0.0,466.0,2.0,Partidos
429,Vedat Muriqi,xk KVX,DL,29-325,17.7,660.0,24.0,54.0,344.0,267.0,80.0,657.0,15.0,8.0,53.3,7.0,46.7,321.0,1404.0,435.0,17.0,10.0,8.0,60.0,16.0,510.0,81.0,Partidos
430,Antonio Sánchez,es ESP,CC,27-073,12.7,586.0,16.0,134.0,271.0,194.0,31.0,586.0,20.0,12.0,60.0,8.0,40.0,330.0,2022.0,853.0,29.0,21.0,5.0,35.0,19.0,344.0,50.0,Partidos
431,Sergi Darder,es ESP,CC,30-083,18.1,900.0,7.0,106.0,520.0,300.0,20.0,900.0,47.0,24.0,51.1,16.0,34.0,532.0,3386.0,1713.0,39.0,40.0,0.0,38.0,17.0,562.0,54.0,Partidos
432,Antonio Raillo,es ESP,DF,32-158,15.4,819.0,115.0,439.0,341.0,44.0,25.0,819.0,1.0,0.0,0.0,1.0,100.0,371.0,2280.0,1345.0,11.0,3.0,1.0,5.0,1.0,413.0,1.0,Partidos
433,Cyle Larin,ca CAN,DL,28-332,15.5,428.0,21.0,37.0,167.0,232.0,94.0,428.0,31.0,13.0,41.9,16.0,51.6,236.0,1303.0,485.0,17.0,10.0,17.0,44.0,25.0,309.0,75.0,Partidos
434,Jaume Costa,es ESP,DF,35-362,13.9,751.0,34.0,218.0,324.0,214.0,13.0,751.0,16.0,7.0,43.8,6.0,37.5,338.0,1697.0,969.0,24.0,19.0,2.0,11.0,5.0,376.0,66.0,Partidos
435,Pablo Maffeo,es ESP,DF,26-246,12.5,595.0,29.0,146.0,248.0,213.0,21.0,595.0,31.0,15.0,48.4,10.0,32.3,298.0,1922.0,935.0,32.0,29.0,9.0,30.0,12.0,312.0,48.0,Partidos
436,Toni Lato,es ESP,DF,26-114,12.9,670.0,31.0,175.0,277.0,225.0,14.0,670.0,14.0,7.0,50.0,4.0,28.6,312.0,1368.0,668.0,24.0,16.0,7.0,13.0,5.0,351.0,86.0,Partidos
437,Manu Morlanes,es ESP,CC,25-062,12.7,659.0,25.0,121.0,400.0,147.0,17.0,659.0,18.0,16.0,88.9,2.0,11.1,358.0,1903.0,914.0,17.0,17.0,3.0,14.0,12.0,413.0,21.0,Partidos
438,Omar Mascarell,es ESP,CC,31-041,11.7,615.0,39.0,170.0,396.0,55.0,4.0,615.0,6.0,5.0,83.3,1.0,16.7,279.0,1454.0,569.0,9.0,5.0,0.0,4.0,5.0,332.0,3.0,Partidos
439,Copete,es ESP,DF,24-156,10.4,479.0,51.0,214.0,249.0,24.0,7.0,479.0,7.0,4.0,57.1,2.0,28.6,224.0,1197.0,683.0,2.0,4.0,0.0,7.0,3.0,247.0,1.0,Partidos
440,Abdón Prats,es ESP,DL,31-098,10.4,287.0,11.0,26.0,135.0,134.0,28.0,287.0,10.0,7.0,70.0,3.0,30.0,144.0,567.0,182.0,6.0,6.0,2.0,35.0,9.0,205.0,37.0,Partidos
441,Siebe Van Der Heyden,be BEL,DF,25-289,3.2,138.0,17.0,70.0,59.0,9.0,3.0,138.0,0.0,0.0,,0.0,,54.0,246.0,112.0,1.0,2.0,0.0,0.0,0.0,60.0,1.0,Partidos
442,Amath,sn SEN,"DL,CC",27-242,4.4,198.0,6.0,32.0,79.0,90.0,21.0,198.0,25.0,8.0,32.0,15.0,60.0,119.0,830.0,478.0,19.0,8.0,9.0,22.0,8.0,130.0,30.0,Partidos
443,Nacho Vidal,es ESP,DF,29-050,1.9,109.0,7.0,25.0,44.0,40.0,4.0,109.0,4.0,1.0,25.0,2.0,50.0,52.0,207.0,93.0,3.0,2.0,2.0,2.0,1.0,67.0,18.0,Partidos
444,Nemanja Radonjić,rs SRB,CC,28-028,0.9,50.0,0.0,4.0,16.0,31.0,8.0,50.0,8.0,5.0,62.5,3.0,37.5,33.0,270.0,202.0,9.0,3.0,6.0,7.0,1.0,42.0,14.0,Partidos
445,Javier Llabrés,es ESP,"CC,DL",21-185,1.9,103.0,3.0,11.0,37.0,57.0,9.0,103.0,5.0,4.0,80.0,1.0,20.0,47.0,268.0,123.0,5.0,3.0,1.0,10.0,5.0,60.0,20.0,Partidos
446,Total del equipo,,,29.2,28.0,14134.0,1698.0,4848.0,6276.0,3170.0,497.0,14131.0,373.0,187.0,50.1,149.0,39.9,6926.0,37269.0,18335.0,357.0,269.0,84.0,443.0,222.0,7858.0,788.0,
447,Total del oponente,,,27.6,28.0,17538.0,1493.0,4638.0,8466.0,4601.0,572.0,17533.0,563.0,254.0,45.1,260.0,46.2,10108.0,54513.0,28798.0,544.0,468.0,128.0,465.0,261.0,11329.0,1080.0,
448,Stole Dimitrievski,mk MKD,PO,30-080,28.0,985.0,820.0,975.0,10.0,0.0,0.0,985.0,1.0,1.0,100.0,0.0,0.0,487.0,2875.0,1820.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,Partidos
449,Florian Lejeune,fr FRA,DF,32-299,28.0,1819.0,263.0,1035.0,702.0,92.0,30.0,1819.0,4.0,3.0,75.0,0.0,0.0,987.0,4408.0,2272.0,8.0,3.0,0.0,10.0,3.0,1176.0,4.0,Partidos
